long_name,dob,height_cm,weight_kg,league_name,league_level,club_name,club_jersey_number,nationality_name,nation_jersey_number,preferred_foot,player_positions_desc,club_position_desc,nation_position_desc
ricardo daniel noir,1987-02-26,174,65,liga profesional,1,racing club,41,argentina,99,derecha,"mediocampista izquierdo, mediocampista derecho",reserva,no convocado
luis leal dos anjos,1987-05-29,176,70,liga profesional,1,newell's old boys,7,sao tome e principe,99,derecha,"delantero, mediocampista derecho",suplente,no convocado
sebastian perez cardona,1993-03-29,175,72,liga profesional,1,boca juniors,99,colombia,99,derecha,"mediocampista central, mediocampista defensivo",reserva,no convocado
alvaro martin barreal,2000-08-17,172,66,liga profesional,1,velez sarsfield,31,argentina,99,izquierda,"extremo derecho, extremo izquierdo",suplente,no convocado
guillermo sara,1987-09-30,184,82,liga profesional,1,club atletico lanus,15,argentina,99,derecha,arquero,suplente,no convocado
samuel alejandro sosa cordero,1999-12-17,178,71,liga profesional,1,talleres cordoba,50,venezuela,99,izquierda,"mediocampista izquierdo, extremo izquierdo",suplente,no convocado
marcos emanuel astina,1996-01-21,170,64,liga profesional,1,club atletico lanus,42,argentina,99,derecha,"extremo derecho, extremo izquierdo",reserva,no convocado
pablo oscar cortizo,1989-09-01,186,78,liga profesional,1,patronato,42,argentina,99,derecha,mediocampista central,suplente,no convocado
enzo candia,2000-08-24,175,70,liga profesional,1,defensa y justicia,41,argentina,99,derecha,lateral derecho,suplente,no convocado
juan bautista miritello,1999-02-08,181,75,liga profesional,1,defensa y justicia,40,argentina,99,derecha,delantero,suplente,no convocado
gianluca simeone,1998-07-23,181,75,liga profesional,1,gimnasia la plata,42,argentina,99,derecha,"delantero, delantero centro",suplente,no convocado
mauricio toni,1998-03-09,185,77,liga profesional,1,velez sarsfield,36,argentina,99,izquierda,defensor central,reserva,no convocado
hernan tifner,1996-09-20,175,71,liga profesional,1,gimnasia y esgrima la plata,47,argentina,99,derecha,mediocampista ofensivo,suplente,no convocado
daian alberto garcia,1997-02-15,170,69,liga profesional,1,gimnasia y esgrima la plata,41,argentina,99,derecha,delantero,reserva,no convocado
khalil caraballo,1999-01-03,180,75,liga profesional,1,gimnasia y esgrima la plata,37,argentina,99,derecha,delantero,suplente,no convocado
maximiliano roman ugarriza,2001-06-07,184,78,liga profesional,1,club atletico tigre,22,argentina,99,derecha,mediocampista central,reserva,no convocado
brian nicolas ruiz,1998-02-05,186,87,liga profesional,1,club atletico tigre,19,argentina,99,derecha,defensor central,reserva,no convocado
pedro gutierrez,1997-03-10,179,73,liga profesional,1,club atletico tigre,20,argentina,99,derecha,"defensor central, lateral derecho",suplente,no convocado
martin nicolas campana delgado,1989-05-29,185,75,liga profesional,1,independiente,25,uruguay,99,derecha,arquero,arquero,no convocado
ruben alejandro botta montero,1990-01-31,175,65,liga profesional,1,defensa y justicia,7,argentina,99,izquierda,"mediocampista ofensivo, mediocampista derecho, delantero centro",mediocampista derecho ofensivo,no convocado
junior osmar ignacio alonso mujica,1993-02-09,184,83,liga profesional,1,boca juniors,6,paraguay,13,izquierda,"defensor central, lateral izquierdo, carrilero izquierdo",suplente,suplente
adrian andres cubas,1996-05-11,169,60,liga profesional,1,talleres cordoba,8,paraguay,10,derecha,"mediocampista defensivo, mediocampista central",mediocampista defensivo derecho,mediocampista defensivo
neri raul cardozo,1986-08-08,173,66,liga profesional,1,defensa y justicia,10,argentina,99,derecha,"mediocampista central, mediocampista ofensivo",mediocampista izquierdo ofensivo,no convocado
matias lionel fritzler,1986-08-23,179,73,liga profesional,1,colon,5,argentina,99,derecha,mediocampista defensivo,mediocentro izquierdo,no convocado
marcelo alejandro estigarribia balmori,1987-09-21,181,74,liga profesional,1,colon,28,paraguay,99,izquierda,"mediocampista izquierdo, mediocampista central",mediocampista izquierdo,no convocado
facundo sanchez,1990-03-07,176,77,liga profesional,1,estudiantes,14,argentina,99,derecha,"lateral derecho, mediocampista derecho, carrilero derecho",lateral derecho,no convocado
gaston alexis silva perdomo,1994-03-05,185,74,liga profesional,1,independiente,20,uruguay,99,izquierda,"lateral izquierdo, defensor central",suplente,no convocado
nicolas ezequiel gimenez,1996-01-16,179,77,liga profesional,1,arsenal de sarandi,31,argentina,99,derecha,"mediocampista ofensivo, mediocampista central",mediocampista ofensivo,no convocado
rodrigo manuel gomez,1993-01-02,166,64,liga profesional,1,huracan,15,argentina,99,derecha,"mediocampista izquierdo, mediocampista derecho, mediocampista central",mediocampista ofensivo,no convocado
gaston maximiliano alvarez suarez,1993-04-05,182,78,liga profesional,1,arsenal de sarandi,11,argentina,99,izquierda,mediocampista central,mediocentro izquierdo,no convocado
lucas ezequiel piovi,1992-08-20,171,70,liga profesional,1,arsenal de sarandi,15,argentina,99,derecha,"mediocampista defensivo, mediocampista central",mediocampista defensivo,no convocado
pablo daniel osvaldo,1986-01-12,184,81,liga profesional,1,banfield,12,italy,99,derecha,delantero,suplente,no convocado
agustin lionel allione,1994-10-28,169,69,liga profesional,1,central cordoba sde,18,argentina,99,derecha,"mediocampista derecho, mediocampista izquierdo, mediocampista ofensivo",suplente,no convocado
jhonatan alexander agudelo velasquez,1992-12-17,180,70,liga profesional,1,gimnasia la plata,17,colombia,99,derecha,delantero,suplente,no convocado
carlos luciano araujo,1981-11-19,172,69,liga profesional,1,huracan,4,argentina,99,derecha,"lateral derecho, lateral izquierdo",suplente,no convocado
marcos alberto angeleri,1983-04-07,183,77,liga profesional,1,argentinos juniors,6,argentina,99,derecha,"lateral derecho, defensor central",suplente,no convocado
esteban nestor conde quintana,1983-03-04,186,85,liga profesional,1,banfield,13,uruguay,99,derecha,arquero,suplente,no convocado
mathias nicolas abero villan,1990-04-09,184,81,liga profesional,1,patronato,16,uruguay,99,izquierda,"lateral izquierdo, carrilero izquierdo, mediocampista izquierdo",suplente,no convocado
leonel ezequiel galeano,1991-08-02,184,84,liga profesional,1,aldosivi,6,argentina,99,derecha,defensor central,defensor central derecho,no convocado
guillermo leon celis montiel,1993-05-08,178,73,liga profesional,1,colon,11,colombia,99,derecha,mediocampista defensivo,suplente,no convocado
antony domingo silva cano,1984-02-27,190,92,liga profesional,1,huracan,1,paraguay,1,derecha,arquero,arquero,arquero
ezequiel edison rescaldani,1992-06-11,191,83,liga profesional,1,arsenal de sarandi,23,argentina,99,izquierda,delantero,suplente,no convocado
facundo axel medina,1999-05-28,180,77,liga profesional,1,talleres cordoba,13,argentina,99,izquierda,"defensor central, lateral izquierdo",defensor central izquierdo,no convocado
jan carlos hurtado anchico,2000-03-05,183,71,liga profesional,1,boca juniors,17,venezuela,99,derecha,delantero,suplente,no convocado
adolfo julian gaich,1999-02-26,190,79,liga profesional,1,san lorenzo,38,argentina,99,derecha,delantero,suplente,no convocado
maximiliano caire,1988-07-12,177,72,liga profesional,1,gimnasia la plata,15,argentina,99,derecha,lateral derecho,lateral derecho,no convocado
sebastian dubarbier,1986-02-19,177,80,liga profesional,1,banfield,16,argentina,99,izquierda,"lateral izquierdo, mediocampista izquierdo",suplente,no convocado
cristian gabriel esparza,1993-01-30,168,69,liga profesional,1,colon,34,argentina,99,izquierda,mediocampista izquierdo,suplente,no convocado
nicolas romat,1988-05-06,182,82,liga profesional,1,huracan,3,argentina,99,derecha,"lateral derecho, defensor central",suplente,no convocado
oscar javier mendez albornoz,1994-12-05,184,83,liga profesional,1,union santa fe,27,uruguay,99,derecha,mediocampista central,mediocentro izquierdo,no convocado
lautaro joel parisi,1994-03-22,178,72,liga profesional,1,arsenal de sarandi,17,argentina,99,derecha,"delantero, delantero centro",suplente,no convocado
gonzalo alberto veron,1989-12-24,178,76,liga profesional,1,aldosivi,29,argentina,99,derecha,"delantero, mediocampista izquierdo, mediocampista derecho",suplente,no convocado
javier osvaldo mendoza,1992-09-02,171,70,liga profesional,1,huracan,30,argentina,99,izquierda,"mediocampista izquierdo, extremo izquierdo",suplente,no convocado
fernando diego pellegrino,1986-03-31,197,90,liga profesional,1,huracan,22,argentina,99,derecha,arquero,suplente,no convocado
facundo daniel bertoglio,1990-06-30,173,64,liga profesional,1,aldosivi,18,argentina,99,derecha,"mediocampista izquierdo, mediocampista central, mediocampista ofensivo",mediocampista izquierdo,no convocado
adrian daniel calello,1987-05-14,178,71,liga profesional,1,huracan,5,argentina,99,derecha,"mediocampista defensivo, mediocampista central",suplente,no convocado
ricardo gaston diaz,1988-03-13,175,75,liga profesional,1,colon,18,argentina,99,derecha,lateral derecho,suplente,no convocado
ivan rossi,1993-11-01,183,75,liga profesional,1,river plate,30,argentina,99,izquierda,"mediocampista central, mediocampista defensivo",reserva,no convocado
matias andres escudero,1988-12-15,176,75,liga profesional,1,patronato,6,argentina,99,derecha,defensor central,suplente,no convocado
lucas mariano bareiro,1995-03-08,182,74,liga profesional,1,huracan,17,argentina,99,derecha,"defensor central, mediocampista defensivo",mediocampista defensivo derecho,no convocado
braian oscar ojeda rodriguez,2000-06-27,172,68,liga profesional,1,defensa y justicia,26,paraguay,99,derecha,"mediocampista central, mediocampista defensivo",reserva,no convocado
santiago alejandro gallucci otero,1991-03-08,180,71,liga profesional,1,central cordoba sde,21,argentina,99,derecha,"mediocampista defensivo, mediocampista central",suplente,no convocado
hector damian schmidt,1992-12-07,183,82,liga profesional,1,colon,15,argentina,99,derecha,defensor central,suplente,no convocado
francisco manuel delorenzi,1998-01-03,179,71,liga profesional,1,independiente,31,argentina,99,derecha,defensor central,suplente,no convocado
ruben osvaldo zamponi,1986-07-15,187,88,liga profesional,1,arsenal de sarandi,6,argentina,99,izquierda,defensor central,suplente,no convocado
ezequiel adrian cerica,1986-10-20,183,77,liga profesional,1,arsenal de sarandi,27,argentina,99,derecha,delantero,suplente,no convocado
mauro andres da luz regalado,1994-09-05,174,73,liga profesional,1,colon,7,uruguay,99,derecha,mediocampista derecho,reserva,no convocado
pablo sebastian valeira alvarez,1984-04-17,178,80,liga profesional,1,arsenal de sarandi,25,argentina,99,derecha,"lateral izquierdo, lateral derecho",suplente,no convocado
jhoao leandro rodriguez gonzalez,1996-05-19,177,71,liga profesional,1,central cordoba sde,9,colombia,99,derecha,"delantero, mediocampista ofensivo, mediocampista izquierdo",suplente,no convocado
dany jose cure correa,1990-04-07,181,78,liga profesional,1,central cordoba sde,11,venezuela,99,derecha,"mediocampista derecho, mediocampista izquierdo, lateral derecho",suplente,no convocado
nahuel molina lucero,1998-04-06,175,70,liga profesional,1,boca juniors,31,argentina,99,derecha,"lateral derecho, carrilero derecho",reserva,no convocado
pablo daniel martinez morales,1996-11-30,175,67,liga profesional,1,lanus,11,paraguay,99,izquierda,"extremo izquierdo, mediocampista izquierdo",suplente,no convocado
richard fabian prieto,1997-02-25,172,68,liga profesional,1,godoy cruz,7,paraguay,99,izquierda,mediocampista izquierdo,suplente,no convocado
fernando andres evangelista iglesias,1991-10-21,185,82,liga profesional,1,aldosivi,20,argentina,99,izquierda,lateral izquierdo,suplente,no convocado
leonel ferroni,1996-01-29,170,68,liga profesional,1,newell's old boys,3,argentina,99,izquierda,lateral izquierdo,reserva,no convocado
christian andres almeida rodriguez,1989-12-25,170,65,liga profesional,1,godoy cruz,3,uruguay,99,izquierda,lateral izquierdo,lateral izquierdo,no convocado
lisandro joel alzugaray,1990-04-17,170,68,liga profesional,1,central cordoba sde,15,argentina,99,izquierda,"mediocampista ofensivo, mediocampista derecho, mediocampista izquierdo",mediocampista derecho,no convocado
pablo mauricio rosales,1992-03-10,174,74,liga profesional,1,estudiantes,29,argentina,99,derecha,"lateral derecho, lateral izquierdo, mediocampista izquierdo",suplente,no convocado
gabriel adrian diaz,1989-10-17,188,73,liga profesional,1,patronato,34,argentina,99,derecha,"defensor central, lateral derecho",suplente,no convocado
emiliano bogado,1997-11-18,167,64,liga profesional,1,velez sarsfield,18,argentina,99,derecha,"extremo derecho, extremo izquierdo",reserva,no convocado
lucio emanuel chiappero,1994-05-26,187,75,liga profesional,1,defensa y justicia,1,argentina,99,izquierda,arquero,reserva,no convocado
braian gabriel alvarez,1997-08-22,171,68,liga profesional,1,union santa fe,29,argentina,99,izquierda,mediocampista izquierdo,reserva,no convocado
hugo gabriel silveira pereira,1993-05-23,189,82,liga profesional,1,patronato,10,uruguay,99,derecha,delantero,suplente,no convocado
agustin emiliano sufi,1995-01-26,175,71,liga profesional,1,patronato,19,argentina,99,izquierda,"mediocampista izquierdo, extremo izquierdo",reserva,no convocado
santiago nicolas lebus,1996-06-18,180,73,liga profesional,1,union santa fe,23,argentina,99,derecha,mediocampista derecho,reserva,no convocado
matias hernan moya,1998-03-26,167,63,liga profesional,1,banfield,27,argentina,99,derecha,"mediocampista ofensivo, mediocampista central",reserva,no convocado
enzo agustin ybanez,1998-08-29,173,67,liga profesional,1,godoy cruz,28,argentina,99,izquierda,"lateral izquierdo, carrilero izquierdo",reserva,no convocado
maximiliano cavallotti,1984-11-15,187,81,liga profesional,1,central cordoba sde,23,argentina,99,derecha,arquero,suplente,no convocado
cristian romulo ojeda,1999-01-22,170,66,liga profesional,1,talleres cordoba,34,argentina,99,izquierda,"extremo izquierdo, extremo derecho",reserva,no convocado
braian alejandro galvan,2000-10-06,166,64,liga profesional,1,colon,25,argentina,99,derecha,"mediocampista izquierdo, delantero",reserva,no convocado
emanuel maximiliano romero,1992-03-23,180,72,liga profesional,1,central cordoba sde,37,argentina,99,derecha,mediocampista central,reserva,no convocado
kevin leonel sibille,1998-09-15,181,71,liga profesional,1,river plate,16,argentina,99,derecha,defensor central,reserva,no convocado
alan daniel sosa,1996-04-27,183,75,liga profesional,1,union santa fe,13,argentina,99,derecha,arquero,reserva,no convocado
juan pablo freytes,2000-01-11,182,82,liga profesional,1,newell's old boys,42,argentina,99,izquierda,"defensor central, lateral izquierdo",reserva,no convocado
cain jair fara,1994-03-06,184,78,liga profesional,1,aldosivi,2,argentina,99,derecha,"lateral derecho, defensor central",lateral derecho,no convocado
marcos fabian sanchez,1990-03-14,182,68,liga profesional,1,central cordoba sde,6,argentina,99,izquierda,lateral izquierdo,suplente,no convocado
francisco manenti,1996-10-31,185,75,liga profesional,1,central cordoba sde,31,argentina,99,derecha,defensor central,reserva,no convocado
