long_name,frases,embedding_index
jose luis sinisterra castillo,Mide 171 cm y pesa 75 kg,16532
jose luis sinisterra castillo,Su pierna hábil es la derecha,16533
jose luis sinisterra castillo,Su posición principal en el club es suplente,16534
jose luis sinisterra castillo,Es de nacionalidad colombia,16535
jose luis sinisterra castillo,Su número en el club es 38,16536
jose luis sinisterra castillo,En la selección juega como no convocado,16537
jose luis sinisterra castillo,jose luis sinisterra castillo pertenece al club lanus,16538
jose luis sinisterra castillo,jose luis sinisterra castillo juega con la camiseta número 38,16539
matias donato,matias donato juega como delantero en lanus,16540
matias donato,matias donato nació el 1999-01-15,16541
matias donato,Mide 180 cm y pesa 80 kg,16542
matias donato,Su pierna hábil es la derecha,16543
matias donato,Su posición principal en el club es suplente,16544
matias donato,Es de nacionalidad argentina,16545
matias donato,Su número en el club es 18,16546
matias donato,En la selección juega como no convocado,16547
matias donato,matias donato pertenece al club lanus,16548
matias donato,matias donato juega con la camiseta número 18,16549
nicolas martin dominguez,"nicolas martin dominguez juega como mediocampista central, mediocampista defensivo, carrilero derecho en velez sarsfield",16550
nicolas martin dominguez,nicolas martin dominguez nació el 1998-06-28,16551
nicolas martin dominguez,Mide 179 cm y pesa 73 kg,16552
nicolas martin dominguez,Su pierna hábil es la derecha,16553
nicolas martin dominguez,Su posición principal en el club es mediocentro izquierdo,16554
nicolas martin dominguez,Es de nacionalidad argentina,16555
nicolas martin dominguez,Su número en el club es 8,16556
nicolas martin dominguez,En la selección juega como suplente,16557
nicolas martin dominguez,nicolas martin dominguez pertenece al club velez sarsfield,16558
nicolas martin dominguez,nicolas martin dominguez juega con la camiseta número 8,16559
israel alejandro damonte,"israel alejandro damonte juega como mediocampista central, mediocampista defensivo en banfield",16560
israel alejandro damonte,israel alejandro damonte nació el 1982-01-06,16561
israel alejandro damonte,Mide 176 cm y pesa 72 kg,16562
israel alejandro damonte,Su pierna hábil es la derecha,16563
israel alejandro damonte,Su posición principal en el club es suplente,16564
israel alejandro damonte,Es de nacionalidad argentina,16565
israel alejandro damonte,Su número en el club es 5,16566
israel alejandro damonte,En la selección juega como no convocado,16567
israel alejandro damonte,israel alejandro damonte pertenece al club banfield,16568
israel alejandro damonte,israel alejandro damonte juega con la camiseta número 5,16569
sergio javier vittor,"sergio javier vittor juega como defensor central, mediocampista defensivo en banfield",16570
sergio javier vittor,sergio javier vittor nació el 1989-06-09,16571
sergio javier vittor,Mide 189 cm y pesa 86 kg,16572
sergio javier vittor,Su pierna hábil es la derecha,16573
sergio javier vittor,Su posición principal en el club es mediocentro izquierdo,16574
sergio javier vittor,Es de nacionalidad argentina,16575
sergio javier vittor,Su número en el club es 14,16576
sergio javier vittor,En la selección juega como no convocado,16577
sergio javier vittor,sergio javier vittor pertenece al club banfield,16578
sergio javier vittor,sergio javier vittor juega con la camiseta número 14,16579
lorenzo abel faravelli,"lorenzo abel faravelli juega como mediocampista central, mediocampista defensivo en huracan",16580
lorenzo abel faravelli,lorenzo abel faravelli nació el 1993-03-29,16581
lorenzo abel faravelli,Mide 177 cm y pesa 73 kg,16582
lorenzo abel faravelli,Su pierna hábil es la izquierda,16583
lorenzo abel faravelli,Su posición principal en el club es suplente,16584
lorenzo abel faravelli,Es de nacionalidad argentina,16585
lorenzo abel faravelli,Su número en el club es 16,16586
lorenzo abel faravelli,En la selección juega como no convocado,16587
lorenzo abel faravelli,lorenzo abel faravelli pertenece al club huracan,16588
lorenzo abel faravelli,lorenzo abel faravelli juega con la camiseta número 16,16589
marco natanel torsiglieri,marco natanel torsiglieri juega como defensor central en gimnasia la plata,16590
marco natanel torsiglieri,marco natanel torsiglieri nació el 1988-01-12,16591
marco natanel torsiglieri,Mide 190 cm y pesa 86 kg,16592
marco natanel torsiglieri,Su pierna hábil es la izquierda,16593
marco natanel torsiglieri,Su posición principal en el club es suplente,16594
marco natanel torsiglieri,Es de nacionalidad argentina,16595
marco natanel torsiglieri,Su número en el club es 6,16596
marco natanel torsiglieri,En la selección juega como no convocado,16597
marco natanel torsiglieri,marco natanel torsiglieri pertenece al club gimnasia la plata,16598
marco natanel torsiglieri,marco natanel torsiglieri juega con la camiseta número 6,16599
tiago pagnussat,tiago pagnussat juega como defensor central en lanus,16600
tiago pagnussat,tiago pagnussat nació el 1990-06-17,16601
tiago pagnussat,Mide 191 cm y pesa 89 kg,16602
tiago pagnussat,Su pierna hábil es la derecha,16603
tiago pagnussat,Su posición principal en el club es suplente,16604
tiago pagnussat,Es de nacionalidad brazil,16605
tiago pagnussat,Su número en el club es 2,16606
tiago pagnussat,En la selección juega como no convocado,16607
tiago pagnussat,tiago pagnussat pertenece al club lanus,16608
tiago pagnussat,tiago pagnussat juega con la camiseta número 2,16609
miguel angel barbieri,miguel angel barbieri juega como defensor central en rosario central,16610
miguel angel barbieri,miguel angel barbieri nació el 1993-08-24,16611
miguel angel barbieri,Mide 181 cm y pesa 79 kg,16612
miguel angel barbieri,Su pierna hábil es la derecha,16613
miguel angel barbieri,Su posición principal en el club es suplente,16614
miguel angel barbieri,Es de nacionalidad argentina,16615
miguel angel barbieri,Su número en el club es 6,16616
miguel angel barbieri,En la selección juega como no convocado,16617
miguel angel barbieri,miguel angel barbieri pertenece al club rosario central,16618
miguel angel barbieri,miguel angel barbieri juega con la camiseta número 6,16619
dario bottinelli,"dario bottinelli juega como mediocampista ofensivo, mediocampista izquierdo, mediocampista central en union santa fe",16620
dario bottinelli,dario bottinelli nació el 1986-12-26,16621
dario bottinelli,Mide 168 cm y pesa 67 kg,16622
dario bottinelli,Su pierna hábil es la derecha,16623
dario bottinelli,Su posición principal en el club es suplente,16624
dario bottinelli,Es de nacionalidad argentina,16625
dario bottinelli,Su número en el club es 18,16626
dario bottinelli,En la selección juega como no convocado,16627
dario bottinelli,dario bottinelli pertenece al club union santa fe,16628
dario bottinelli,dario bottinelli juega con la camiseta número 18,16629
julian simon carranza,julian simon carranza juega como delantero en banfield,16630
julian simon carranza,julian simon carranza nació el 2000-05-20,16631
julian simon carranza,Mide 182 cm y pesa 75 kg,16632
julian simon carranza,Su pierna hábil es la derecha,16633
julian simon carranza,Su posición principal en el club es delantero,16634
julian simon carranza,Es de nacionalidad argentina,16635
julian simon carranza,Su número en el club es 21,16636
julian simon carranza,En la selección juega como no convocado,16637
julian simon carranza,julian simon carranza pertenece al club banfield,16638
julian simon carranza,julian simon carranza juega con la camiseta número 21,16639
leonel jonas aguirre avalo,leonel jonas aguirre avalo juega como mediocampista izquierdo en rosario central,16640
leonel jonas aguirre avalo,leonel jonas aguirre avalo nació el 1992-03-05,16641
leonel jonas aguirre avalo,Mide 175 cm y pesa 69 kg,16642
leonel jonas aguirre avalo,Su pierna hábil es la izquierda,16643
leonel jonas aguirre avalo,Su posición principal en el club es suplente,16644
leonel jonas aguirre avalo,Es de nacionalidad argentina,16645
leonel jonas aguirre avalo,Su número en el club es 11,16646
leonel jonas aguirre avalo,En la selección juega como no convocado,16647
leonel jonas aguirre avalo,leonel jonas aguirre avalo pertenece al club rosario central,16648
leonel jonas aguirre avalo,leonel jonas aguirre avalo juega con la camiseta número 11,16649
nicolas andres mana,"nicolas andres mana juega como extremo derecho, extremo izquierdo, mediocampista derecho en defensa y justicia",16650
nicolas andres mana,nicolas andres mana nació el 1994-04-25,16651
nicolas andres mana,Mide 175 cm y pesa 70 kg,16652
nicolas andres mana,Su pierna hábil es la derecha,16653
nicolas andres mana,Su posición principal en el club es suplente,16654
nicolas andres mana,Es de nacionalidad argentina,16655
nicolas andres mana,Su número en el club es 31,16656
nicolas andres mana,En la selección juega como no convocado,16657
nicolas andres mana,nicolas andres mana pertenece al club defensa y justicia,16658
nicolas andres mana,nicolas andres mana juega con la camiseta número 31,16659
fabian alberto cubero,fabian alberto cubero juega como defensor central en velez sarsfield,16660
fabian alberto cubero,fabian alberto cubero nació el 1978-12-21,16661
fabian alberto cubero,Mide 175 cm y pesa 72 kg,16662
fabian alberto cubero,Su pierna hábil es la derecha,16663
fabian alberto cubero,Su posición principal en el club es suplente,16664
fabian alberto cubero,Es de nacionalidad argentina,16665
fabian alberto cubero,Su número en el club es 5,16666
fabian alberto cubero,En la selección juega como no convocado,16667
fabian alberto cubero,fabian alberto cubero pertenece al club velez sarsfield,16668
fabian alberto cubero,fabian alberto cubero juega con la camiseta número 5,16669
hernan dario burbano,hernan dario burbano juega como mediocampista izquierdo en aldosivi,16670
hernan dario burbano,hernan dario burbano nació el 1988-03-05,16671
hernan dario burbano,Mide 168 cm y pesa 63 kg,16672
hernan dario burbano,Su pierna hábil es la derecha,16673
hernan dario burbano,Su posición principal en el club es suplente,16674
hernan dario burbano,Es de nacionalidad colombia,16675
hernan dario burbano,Su número en el club es 11,16676
hernan dario burbano,En la selección juega como no convocado,16677
hernan dario burbano,hernan dario burbano pertenece al club aldosivi,16678
hernan dario burbano,hernan dario burbano juega con la camiseta número 11,16679
lucas eduardo mancinelli,"lucas eduardo mancinelli juega como mediocampista derecho, lateral derecho, mediocampista defensivo en patronato",16680
lucas eduardo mancinelli,lucas eduardo mancinelli nació el 1989-07-06,16681
lucas eduardo mancinelli,Mide 168 cm y pesa 68 kg,16682
lucas eduardo mancinelli,Su pierna hábil es la derecha,16683
lucas eduardo mancinelli,Su posición principal en el club es suplente,16684
lucas eduardo mancinelli,Es de nacionalidad argentina,16685
lucas eduardo mancinelli,Su número en el club es 33,16686
lucas eduardo mancinelli,En la selección juega como no convocado,16687
lucas eduardo mancinelli,lucas eduardo mancinelli pertenece al club patronato,16688
lucas eduardo mancinelli,lucas eduardo mancinelli juega con la camiseta número 33,16689
janeiler rivas palacios,janeiler rivas palacios juega como defensor central en gimnasia la plata,16690
janeiler rivas palacios,janeiler rivas palacios nació el 1988-05-18,16691
janeiler rivas palacios,Mide 194 cm y pesa 93 kg,16692
janeiler rivas palacios,Su pierna hábil es la derecha,16693
janeiler rivas palacios,Su posición principal en el club es reserva,16694
janeiler rivas palacios,Es de nacionalidad colombia,16695
janeiler rivas palacios,Su número en el club es 5,16696
janeiler rivas palacios,En la selección juega como no convocado,16697
janeiler rivas palacios,janeiler rivas palacios pertenece al club gimnasia la plata,16698
janeiler rivas palacios,janeiler rivas palacios juega con la camiseta número 5,16699
nicolas correa risso,nicolas correa risso juega como defensor central en central cordoba sde,16700
nicolas correa risso,nicolas correa risso nació el 1983-12-25,16701
nicolas correa risso,Mide 183 cm y pesa 79 kg,16702
nicolas correa risso,Su pierna hábil es la derecha,16703
nicolas correa risso,Su posición principal en el club es suplente,16704
nicolas correa risso,Es de nacionalidad uruguay,16705
nicolas correa risso,Su número en el club es 2,16706
nicolas correa risso,En la selección juega como no convocado,16707
nicolas correa risso,nicolas correa risso pertenece al club central cordoba sde,16708
nicolas correa risso,nicolas correa risso juega con la camiseta número 2,16709
juan pablo ruiz gomez,juan pablo ruiz gomez juega como delantero en central cordoba sde,16710
juan pablo ruiz gomez,juan pablo ruiz gomez nació el 1994-01-10,16711
juan pablo ruiz gomez,Mide 169 cm y pesa 70 kg,16712
juan pablo ruiz gomez,Su pierna hábil es la derecha,16713
juan pablo ruiz gomez,Su posición principal en el club es reserva,16714
